SegmentID,LongFrom,LatFrom,LongTo,LatTo,persons_injured,persons_killed,ped_injured,ped_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,persons_KSI,ped_KSI,cyclist_KSI,motorist_KSI
28379,-73.96024296,40.6572319,-73.95655769,40.65745362,0,0,0,0,0,0,0,0,0,0,0,0
28503,-73.95655769,40.65745362,-73.95321867,40.65766092,0,0,0,0,0,0,0,0,0,0,0,0
29678,-73.95320639,40.6798324,-73.94958434,40.67963646,0,0,0,0,0,0,0,0,0,0,0,0
30822,-73.95512181,40.68944372,-73.95146466,40.68986334,0,0,0,0,0,0,0,0,0,0,0,0
29697,-73.95380894,40.68284801,-73.95015504,40.68326897,1,0,0,0,0,0,1,0,1,0,0,1
35011,-73.95771091,40.73058907,-73.95437859,40.73090673,0,0,0,0,0,0,0,0,0,0,0,0
28501,-73.95647813,40.65671078,-73.95313899,40.65691463,0,0,0,0,0,0,0,0,0,0,0,0
28501,-73.95647813,40.65671078,-73.95313899,40.65691463,0,0,0,0,0,0,0,0,0,0,0,0
167784,-73.89758655,40.58717565,-73.89371194,40.58372746,1,0,0,0,0,0,1,0,1,0,0,1
167784,-73.89758655,40.58717565,-73.89371194,40.58372746,1,0,0,0,0,0,1,0,1,0,0,1
29380,-73.9608658,40.66250593,-73.95712114,40.66273747,3,0,0,0,0,0,3,0,3,0,0,3
28386,-73.96055809,40.65949607,-73.95680049,40.65972923,1,0,0,0,0,0,1,0,1,0,0,1
29795,-73.95029938,40.68400141,-73.94701721,40.68437948,0,0,0,0,0,0,0,0,0,0,0,0
29595,-73.95439297,40.68577972,-73.9507358,40.68620367,0,0,0,0,0,0,0,0,0,0,0,0
29583,-73.95424648,40.68504625,-73.95059027,40.68546663,0,0,0,0,0,0,0,0,0,0,0,0
44326,-73.93903735,40.70626559,-73.93566928,40.70658504,0,0,0,0,0,0,0,0,0,0,0,0
29493,-73.95712114,40.66273747,-73.95378529,40.66294678,0,0,0,0,0,0,0,0,0,0,0,0
45887,-73.88365832,40.58880584,-73.88544007,40.59435649,0,0,0,0,0,0,0,0,0,0,0,0
45887,-73.88365832,40.58880584,-73.88544007,40.59435649,0,0,0,0,0,0,0,0,0,0,0,0
188073,-73.89404027,40.58871971,-73.89060824,40.58575533,0,0,0,0,0,0,0,0,0,0,0,0
42271,-73.92316742,40.63883757,-73.91955577,40.64118496,0,0,0,0,0,0,0,0,0,0,0,0
9009313,-73.96245537,40.65828698,-73.96188086,40.65488119,0,0,0,0,0,0,0,0,0,0,0,0
9009313,-73.96245537,40.65828698,-73.96188086,40.65488119,0,0,0,0,0,0,0,0,0,0,0,0
29703,-73.95088315,40.68693252,-73.94760207,40.6873104,0,0,0,0,0,0,0,0,0,0,0,0
29223,-73.96661255,40.67530181,-73.96313778,40.6745725,0,0,0,0,0,0,0,0,0,0,0,0
28381,-73.95986103,40.65563479,-73.95638852,40.65587457,0,0,0,0,0,0,0,0,0,0,0,0
28488,-73.95601056,40.65231427,-73.95266314,40.65248936,0,0,0,0,0,0,0,0,0,0,0,0
28395,-73.9605197,40.65877948,-73.95672522,40.65901757,0,0,0,0,0,0,0,0,0,0,0,0
35151,-73.95759423,40.72987874,-73.9542452,40.73019746,0,0,0,0,0,0,0,0,0,0,0,0
28507,-73.95672522,40.65901757,-73.95338453,40.65922655,0,0,0,0,0,0,0,0,0,0,0,0
45879,-73.88440426,40.59511998,-73.88657791,40.60282835,0,0,0,0,0,0,0,0,0,0,0,0
40517,-73.91138474,40.58652822,-73.90806552,40.59125039,0,0,0,0,0,0,0,0,0,0,0,0
28389,-73.9606221,40.66020528,-73.95687581,40.6604417,0,0,0,0,0,0,0,0,0,0,0,0
28086,-73.96594066,40.64420087,-73.96530077,40.64082346,0,0,0,0,0,0,0,0,0,0,0,0
28086,-73.96594066,40.64420087,-73.96530077,40.64082346,0,0,0,0,0,0,0,0,0,0,0,0
163535,-73.94570961,40.61521983,-73.94507567,40.61188734,0,0,0,0,0,0,0,0,0,0,0,0
29701,-73.9504458,40.68473476,-73.94716451,40.68511239,0,0,0,0,0,0,0,0,0,0,0,0
29786,-73.95000846,40.68253676,-73.94672677,40.68291393,0,0,0,0,0,0,0,0,0,0,0,0
29689,-73.95366256,40.6821149,-73.95000846,40.68253676,0,0,0,0,0,0,0,0,0,0,0,0
44347,-73.93798051,40.71181498,-73.93453329,40.7127533,1,0,0,0,0,0,1,0,1,0,0,1
188023,-73.96898048,40.67239044,-73.96286581,40.6638121,0,0,0,0,0,0,0,0,0,0,0,0
188023,-73.96898048,40.67239044,-73.96286581,40.6638121,0,0,0,0,0,0,0,0,0,0,0,0
188023,-73.96898048,40.67239044,-73.96286581,40.6638121,0,0,0,0,0,0,0,0,0,0,0,0
188023,-73.96898048,40.67239044,-73.96286581,40.6638121,0,0,0,0,0,0,0,0,0,0,0,0
29220,-73.96693585,40.67443341,-73.96295345,40.67358913,0,0,0,0,0,0,0,0,0,0,0,0
35015,-73.95794307,40.73200916,-73.95460913,40.73232426,1,0,0,0,1,0,0,0,1,0,1,0
28375,-73.95945184,40.65357539,-73.9561641,40.65377652,0,0,0,0,0,0,0,0,0,0,0,0
35040,-73.95852419,40.73555242,-73.95519059,40.73586772,0,0,0,0,0,0,0,0,0,0,0,0
167107,-73.91827523,40.60585395,-73.91105107,40.5993735,1,0,0,0,0,0,1,0,1,0,0,1
167107,-73.91827523,40.60585395,-73.91105107,40.5993735,1,0,0,0,0,0,1,0,1,0,0,1
167107,-73.91827523,40.60585395,-73.91105107,40.5993735,1,0,0,0,0,0,1,0,1,0,0,1
167107,-73.91827523,40.60585395,-73.91105107,40.5993735,1,0,0,0,0,0,1,0,1,0,0,1
45878,-73.88657791,40.60282835,-73.90011679,40.59400635,0,0,0,0,0,0,0,0,0,0,0,0
43440,-73.9262403,40.68377161,-73.92295908,40.68414766,0,0,0,0,0,0,0,0,0,0,0,0
28486,-73.95590671,40.65136883,-73.95256272,40.651546,1,0,1,0,0,0,0,0,1,1,0,0
28486,-73.95590671,40.65136883,-73.95256272,40.651546,1,0,1,0,0,0,0,0,1,1,0,0
20991,-74.00216556,40.65294931,-73.99779466,40.65028889,2,0,0,0,0,0,2,0,2,0,0,2
163652,-73.9714562,40.65114031,-73.96621322,40.6531894,0,0,0,0,0,0,0,0,0,0,0,0
163652,-73.9714562,40.65114031,-73.96621322,40.6531894,0,0,0,0,0,0,0,0,0,0,0,0
163652,-73.9714562,40.65114031,-73.96621322,40.6531894,0,0,0,0,0,0,0,0,0,0,0,0
163652,-73.9714562,40.65114031,-73.96621322,40.6531894,0,0,0,0,0,0,0,0,0,0,0,0
163652,-73.9714562,40.65114031,-73.96621322,40.6531894,0,0,0,0,0,0,0,0,0,0,0,0
28499,-73.95638852,40.65587457,-73.95305317,40.65608052,0,0,0,0,0,0,0,0,0,0,0,0
44809,-73.92692556,40.71540072,-73.9230758,40.71638923,0,0,0,0,0,0,0,0,0,0,0,0
45884,-73.88769396,40.57806324,-73.8850829,40.57374368,0,0,0,0,0,0,0,0,0,0,0,0
43438,-73.92609462,40.68303871,-73.92281374,40.68341443,0,0,0,0,0,0,0,0,0,0,0,0
43438,-73.92609462,40.68303871,-73.92281374,40.68341443,0,0,0,0,0,0,0,0,0,0,0,0
31011,-73.95205078,40.69279366,-73.94876762,40.69317121,0,0,0,0,0,0,0,0,0,0,0,0
29699,-73.95395453,40.68358078,-73.95029938,40.68400141,0,0,0,0,0,0,0,0,0,0,0,0
44316,-73.93848804,40.70395457,-73.93502174,40.70462617,0,0,0,0,0,0,0,0,0,0,0,0
35031,-73.95829231,40.73413497,-73.95495878,40.73444922,0,0,0,0,0,0,0,0,0,0,0,0
29497,-73.95720935,40.6635174,-73.95384851,40.66372781,0,0,0,0,0,0,0,0,0,0,0,0
35136,-73.95747834,40.72916951,-73.95395676,40.72950278,0,0,0,0,0,0,0,0,0,0,0,0
217068,-73.95480637,40.68873069,-73.95131895,40.68913185,0,0,0,0,0,0,0,0,0,0,0,0
232452,-73.90452182,40.59347711,-73.90090076,40.59014959,0,0,0,0,0,0,0,0,0,0,0,0
232627,-73.88780499,40.57805928,-73.88519092,40.57371995,0,0,0,0,0,0,0,0,0,0,0,0
232627,-73.88780499,40.57805928,-73.88519092,40.57371995,0,0,0,0,0,0,0,0,0,0,0,0
285061,-74.02435686,40.65085161,-74.02087102,40.64874849,0,0,0,0,0,0,0,0,0,0,0,0
285061,-74.02435686,40.65085161,-74.02087102,40.64874849,0,0,0,0,0,0,0,0,0,0,0,0
285061,-74.02435686,40.65085161,-74.02087102,40.64874849,0,0,0,0,0,0,0,0,0,0,0,0
285061,-74.02435686,40.65085161,-74.02087102,40.64874849,0,0,0,0,0,0,0,0,0,0,0,0
285061,-74.02435686,40.65085161,-74.02087102,40.64874849,0,0,0,0,0,0,0,0,0,0,0,0
286286,-73.90011679,40.59400635,-73.89683199,40.59114869,0,0,0,0,0,0,0,0,0,0,0,0
301682,-74.01161091,40.66515812,-74.01009607,40.66843998,0,0,0,0,0,0,0,0,0,0,0,0
306378,-74.03608058,40.60934689,-74.04060405,40.60789023,0,0,0,0,0,0,0,0,0,0,0,0
72549,-73.93091942,40.868571,-73.92750659,40.87383614,,,,,,,,,,,,
72549,-73.93091942,40.868571,-73.92750659,40.87383614,,,,,,,,,,,,
173747,-73.94072146,40.8545911,-73.93698486,40.85961395,0,0,0,0,0,0,0,0,0,0,0,0
9014075,-73.94795208,40.85073345,-73.95298941,40.85172498,0,0,0,0,0,0,0,0,0,0,0,0
164112,-74.01175748,40.7261899,-74.01517084,40.72657939,0,0,0,0,0,0,0,0,0,0,0,0
174129,-73.92610964,40.85097701,-73.92364969,40.85447561,0,0,0,0,0,0,0,0,0,0,0,0
242161,-73.94800455,40.85059397,-73.95303785,40.85157976,0,0,0,0,0,0,0,0,0,0,0,0
242166,-73.95294636,40.85186523,-73.94792348,40.85087132,0,0,0,0,0,0,0,0,0,0,0,0
242166,-73.95294636,40.85186523,-73.94792348,40.85087132,0,0,0,0,0,0,0,0,0,0,0,0
315156,-73.9727111,40.76955781,-73.97117152,40.77341457,0,0,0,0,0,0,0,0,0,0,0,0
315156,-73.9727111,40.76955781,-73.97117152,40.77341457,0,0,0,0,0,0,0,0,0,0,0,0
315156,-73.9727111,40.76955781,-73.97117152,40.77341457,0,0,0,0,0,0,0,0,0,0,0,0
66789,-73.91687214,40.73554136,-73.90921642,40.73649628,0,0,0,0,0,0,0,0,0,0,0,0
121481,-73.8272168,40.66451402,-73.82296101,40.66386014,0,0,0,0,0,0,0,0,0,0,0,0
178812,-73.82481726,40.7395736,-73.82524618,40.73510869,0,0,0,0,0,0,0,0,0,0,0,0
58371,-73.79644706,40.65198221,-73.79189377,40.65324905,0,1,0,0,0,0,0,1,1,0,0,1
170142,-73.80000839,40.66626336,-73.79494771,40.66616228,1,0,0,0,0,0,1,0,1,0,0,1
102235,-73.74954511,40.77732039,-73.7462324,40.77786307,0,0,0,0,0,0,0,0,0,0,0,0
102235,-73.74954511,40.77732039,-73.7462324,40.77786307,0,0,0,0,0,0,0,0,0,0,0,0
102235,-73.74954511,40.77732039,-73.7462324,40.77786307,0,0,0,0,0,0,0,0,0,0,0,0
102235,-73.74954511,40.77732039,-73.7462324,40.77786307,0,0,0,0,0,0,0,0,0,0,0,0
91042,-73.83367811,40.75632057,-73.8294693,40.75819354,0,0,0,0,0,0,0,0,0,0,0,0
107754,-73.83566357,40.64405765,-73.83289974,40.63886268,1,0,0,0,0,0,1,0,1,0,0,1
54380,-73.83110356,40.65225669,-73.82772384,40.65276124,0,0,0,0,0,0,0,0,0,0,0,0
54380,-73.83110356,40.65225669,-73.82772384,40.65276124,0,0,0,0,0,0,0,0,0,0,0,0
100442,-73.74500808,40.73290956,-73.74172026,40.73539956,0,0,0,0,0,0,0,0,0,0,0,0
172507,-73.90838277,40.72176974,-73.90477829,40.72190769,0,0,0,0,0,0,0,0,0,0,0,0
99932,-73.76252949,40.72562145,-73.75833658,40.7250729,0,0,0,0,0,0,0,0,0,0,0,0
54536,-73.80478278,40.64962945,-73.80106576,40.64588983,0,0,0,0,0,0,0,0,0,0,0,0
54536,-73.80478278,40.64962945,-73.80106576,40.64588983,0,0,0,0,0,0,0,0,0,0,0,0
54536,-73.80478278,40.64962945,-73.80106576,40.64588983,0,0,0,0,0,0,0,0,0,0,0,0
54536,-73.80478278,40.64962945,-73.80106576,40.64588983,0,0,0,0,0,0,0,0,0,0,0,0
54536,-73.80478278,40.64962945,-73.80106576,40.64588983,0,0,0,0,0,0,0,0,0,0,0,0
54536,-73.80478278,40.64962945,-73.80106576,40.64588983,0,0,0,0,0,0,0,0,0,0,0,0
66897,-73.91068876,40.73347108,-73.91173062,40.72996412,0,0,0,0,0,0,0,0,0,0,0,0
68799,-73.92078589,40.78164185,-73.92479654,40.77852148,2,0,0,0,0,0,2,0,2,0,0,2
77104,-73.88522187,40.78663049,-73.88934352,40.78047215,0,0,0,0,0,0,0,0,0,0,0,0
77104,-73.88522187,40.78663049,-73.88934352,40.78047215,0,0,0,0,0,0,0,0,0,0,0,0
49189,-73.8889523,40.69095483,-73.88530375,40.6917014,0,0,0,0,0,0,0,0,0,0,0,0
111967,-73.85525088,40.67045734,-73.85112423,40.67107892,0,0,0,0,0,0,0,0,0,0,0,0
122393,-73.83669386,40.78164957,-73.83218249,40.78165887,0,0,0,0,0,0,0,0,0,0,0,0
194278,-73.8616573,40.69004699,-73.85835009,40.6905444,2,0,0,0,0,0,2,0,2,0,0,2
91422,-73.82116405,40.75968608,-73.81768171,40.76062665,0,0,0,0,0,0,0,0,0,0,0,0
102039,-73.72775177,40.75738824,-73.72413882,40.75816636,0,0,0,0,0,0,0,0,0,0,0,0
74548,-73.88569996,40.72872697,-73.88237335,40.7289815,0,0,0,0,0,0,0,0,0,0,0,0
74548,-73.88569996,40.72872697,-73.88237335,40.7289815,0,0,0,0,0,0,0,0,0,0,0,0
51300,-73.85648739,40.67337677,-73.85283804,40.67227919,1,0,0,0,0,0,1,0,1,0,0,1
54602,-73.83225431,40.665301,-73.8272168,40.66451402,0,0,0,0,0,0,0,0,0,0,0,0
54378,-73.83099442,40.65176986,-73.82759369,40.65227468,0,0,0,0,0,0,0,0,0,0,0,0
180579,-73.77278317,40.73629538,-73.76896644,40.73749809,0,0,0,0,0,0,0,0,0,0,0,0
184197,-73.89554063,40.5640207,-73.90223686,40.56214715,0,0,0,0,0,0,0,0,0,0,0,0
116519,-73.83588777,40.77757706,-73.83395608,40.77270152,0,0,0,0,0,0,0,0,0,0,0,0
63520,-73.74443843,40.66586524,-73.74902967,40.66638682,0,0,0,0,0,0,0,0,0,0,0,0
167761,-73.8761629,40.56912614,-73.8801178,40.56826662,1,0,0,0,0,0,1,0,1,0,0,1
169839,-73.82866385,40.63121244,-73.82580324,40.62117262,1,0,0,0,0,0,1,0,1,0,0,1
170722,-73.78940832,40.6591359,-73.77924279,40.65454084,0,0,0,0,0,0,0,0,0,0,0,0
191656,-73.78290398,40.66238536,-73.77936948,40.66081184,0,0,0,0,0,0,0,0,0,0,0,0
191656,-73.78290398,40.66238536,-73.77936948,40.66081184,0,0,0,0,0,0,0,0,0,0,0,0
91412,-73.82063593,40.75887227,-73.81728821,40.75977555,0,0,0,0,0,0,0,0,0,0,0,0
58308,-73.79535108,40.65773754,-73.79542441,40.65390583,0,1,0,0,0,0,0,1,1,0,0,1
58308,-73.79535108,40.65773754,-73.79542441,40.65390583,0,1,0,0,0,0,0,1,1,0,0,1
58308,-73.79535108,40.65773754,-73.79542441,40.65390583,0,1,0,0,0,0,0,1,1,0,0,1
107814,-73.92315864,40.72015329,-73.92153811,40.71679516,1,0,1,0,0,0,0,0,1,1,0,0
107814,-73.92315864,40.72015329,-73.92153811,40.71679516,1,0,1,0,0,0,0,0,1,1,0,0
66952,-73.90842204,40.72244676,-73.90456292,40.72259959,1,0,1,0,0,0,0,0,1,1,0,0
84769,-73.84460224,40.77305659,-73.84099348,40.77290048,0,0,0,0,0,0,0,0,0,0,0,0
60384,-73.78833574,40.70425321,-73.7845948,40.70518387,0,0,0,0,0,0,0,0,0,0,0,0
90995,-73.83354613,40.74464026,-73.82953367,40.74424412,0,0,0,0,0,0,0,0,0,0,0,0
58851,-73.79228665,40.68114598,-73.78885397,40.68258432,0,0,0,0,0,0,0,0,0,0,0,0
92577,-73.82145435,40.79355575,-73.8181502,40.79431602,1,0,0,0,1,0,0,0,1,0,1,0
169056,-73.84633066,40.66955446,-73.84237472,40.66862495,0,0,0,0,0,0,0,0,0,0,0,0
194114,-73.82606141,40.7809836,-73.82914858,40.77560112,0,0,0,0,0,0,0,0,0,0,0,0
194114,-73.82606141,40.7809836,-73.82914858,40.77560112,0,0,0,0,0,0,0,0,0,0,0,0
194114,-73.82606141,40.7809836,-73.82914858,40.77560112,0,0,0,0,0,0,0,0,0,0,0,0
77140,-73.87517573,40.77167671,-73.87143357,40.77157647,1,0,0,0,0,0,1,0,1,0,0,1
180980,-73.77419198,40.73991809,-73.77285961,40.73627042,0,0,0,0,0,0,0,0,0,0,0,0
184115,-73.85879883,40.65585413,-73.85488815,40.65879963,0,0,0,0,0,0,0,0,0,0,0,0
169730,-73.82044783,40.60095204,-73.8238815,40.60124922,0,0,0,0,0,0,0,0,0,0,0,0
169730,-73.82044783,40.60095204,-73.8238815,40.60124922,0,0,0,0,0,0,0,0,0,0,0,0
186813,-73.75157384,40.6472593,-73.74711666,40.64437185,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
54487,-73.81357634,40.65674302,-73.81791679,40.65868393,0,0,0,0,0,0,0,0,0,0,0,0
58574,-73.7640629,40.65435627,-73.75793937,40.6508533,3,0,0,0,0,0,3,0,3,0,0,3
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170884,-73.77934732,40.6607397,-73.78254021,40.65675212,0,0,0,0,0,0,0,0,0,0,0,0
170723,-73.77924279,40.65454084,-73.76880304,40.64982023,1,0,0,0,0,0,1,0,1,0,0,1
67853,-73.92012731,40.7502439,-73.91519556,40.75117064,0,0,0,0,0,0,0,0,0,0,0,0
100338,-73.74996804,40.73974575,-73.74657796,40.74034659,0,0,0,0,0,0,0,0,0,0,0,0
90993,-73.83365848,40.7439575,-73.82965054,40.7435657,0,0,0,0,0,0,0,0,0,0,0,0
91185,-73.82963621,40.75854978,-73.82596774,40.75932944,0,0,0,0,0,0,0,0,0,0,0,0
58855,-73.79209253,40.68047629,-73.78840834,40.68199242,1,0,0,0,0,0,1,0,1,0,0,1
84338,-73.83559154,40.75137713,-73.83229536,40.75194179,0,0,0,0,0,0,0,0,0,0,0,0
84338,-73.83559154,40.75137713,-73.83229536,40.75194179,0,0,0,0,0,0,0,0,0,0,0,0
91418,-73.8215581,40.76053432,-73.81807772,40.76147327,0,0,0,0,0,0,0,0,0,0,0,0
185142,-73.82517571,40.73510594,-73.82185953,40.73548634,0,0,0,0,0,0,0,0,0,0,0,0
182726,-73.90333023,40.56184662,-73.90669292,40.56107176,1,0,0,0,0,0,1,0,1,0,0,1
118099,-73.8187604,40.66228363,-73.81334504,40.66130337,0,0,0,0,0,0,0,0,0,0,0,0
118099,-73.8187604,40.66228363,-73.81334504,40.66130337,0,0,0,0,0,0,0,0,0,0,0,0
135388,-73.79878634,40.64338309,-73.8100235,40.64852287,0,0,0,0,0,0,0,0,0,0,0,0
135388,-73.79878634,40.64338309,-73.8100235,40.64852287,0,0,0,0,0,0,0,0,0,0,0,0
135387,-73.8100235,40.64852287,-73.80603624,40.65130103,0,0,0,0,0,0,0,0,0,0,0,0
135387,-73.8100235,40.64852287,-73.80603624,40.65130103,0,0,0,0,0,0,0,0,0,0,0,0
194113,-73.82341489,40.78678897,-73.82430469,40.78293287,0,0,0,0,0,0,0,0,0,0,0,0
132858,-73.7986023,40.64792992,-73.80248394,40.65834944,0,0,0,0,0,0,0,0,0,0,0,0
194150,-73.72768033,40.74963924,-73.72428101,40.7526447,0,0,0,0,0,0,0,0,0,0,0,0
